año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2024,sep,EL ORO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2024,sep,EL ORO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.66
2024,sep,EL ORO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.8
2024,sep,EL ORO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.65
2024,sep,EL ORO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.985714285714286
2024,sep,EL ORO,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.5
2024,sep,EL ORO,HERBICIDAS,ATRAZINA,90%,900,gramos,7.5
2024,sep,EL ORO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.0
2024,sep,EL ORO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.3
2024,sep,EL ORO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.009090909090909
2024,sep,EL ORO,HERBICIDAS,PARAQUAT,20%,1,Litro,5.75
2024,sep,EL ORO,HERBICIDAS,PARAQUAT,20%,1,Litro,5.133333333333334
2024,sep,EL ORO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.6
2024,sep,EL ORO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.178571428571429
2024,sep,EL ORO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.25
2024,sep,ESMERALDAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.5
2024,sep,ESMERALDAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.19
2024,sep,ESMERALDAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.8
2024,sep,ESMERALDAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,ESMERALDAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.666666666666667
2024,sep,ESMERALDAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.450000000000001
2024,sep,ESMERALDAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,26.65
2024,sep,ESMERALDAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.25
2024,sep,ESMERALDAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.75
2024,sep,ESMERALDAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.059999999999999
2024,sep,ESMERALDAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.51
2024,sep,ESMERALDAS,HERBICIDAS,PARAQUAT,20%,1,Litro,4.7
2024,sep,ESMERALDAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.6
2024,sep,ESMERALDAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.0
2024,sep,ESMERALDAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,sep,ESMERALDAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2024,sep,ESMERALDAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,9.875
2024,sep,ESMERALDAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.5
2024,sep,GUAYAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,42.74142857142857
2024,sep,GUAYAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.611666666666665
2024,sep,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.958518518518517
2024,sep,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.299999999999999
2024,sep,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.861666666666667
2024,sep,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.911764705882351
2024,sep,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,30.099999999999998
2024,sep,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,26.975000000000005
2024,sep,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.042857142857143
2024,sep,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0785
2024,sep,GUAYAS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.594999999999999
2024,sep,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.85625
2024,sep,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.162727272727273
2024,sep,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,4.957894736842105
2024,sep,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.028888888888889
2024,sep,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.666999999999998
2024,sep,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.682142857142859
2024,sep,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.253125
2024,sep,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.435714285714287
2024,sep,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.666666666666666
2024,sep,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.154615384615385
2024,sep,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.0
2024,sep,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.55714285714286
2024,sep,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.821428571428577
2024,sep,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.19375
2024,sep,IMBABURA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.508333333333334
2024,sep,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.516666666666666
2024,sep,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.442
2024,sep,IMBABURA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.107142857142858
2024,sep,IMBABURA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.128571428571429
2024,sep,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.613333333333333
2024,sep,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.1875
2024,sep,IMBABURA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,9.39
2024,sep,LOJA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.93333333333334
2024,sep,LOJA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.4525
2024,sep,LOJA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.77777777777778
2024,sep,LOJA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.875
2024,sep,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,11.0
2024,sep,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.4625
2024,sep,LOJA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,22.0
2024,sep,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.1125
2024,sep,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.9
2024,sep,LOJA,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.0
2024,sep,LOJA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.825
2024,sep,LOJA,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.3
2024,sep,LOJA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.5
2024,sep,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2024,sep,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.9399999999999995
2024,sep,LOJA,HERBICIDAS,PARAQUAT,20%,1,Litro,4.175
2024,sep,LOJA,HERBICIDAS,PARAQUAT,20%,1,Litro,4.7
2024,sep,LOJA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,7.5
2024,sep,LOJA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.266666666666666
2024,sep,LOJA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.066666666666668
2024,sep,LOS RIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.6825
2024,sep,LOS RIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.633333333333333
2024,sep,LOS RIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.22222222222222
2024,sep,LOS RIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.475
2024,sep,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.85
2024,sep,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,LOS RIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,30.74
2024,sep,LOS RIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.35
2024,sep,LOS RIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.333333333333333
2024,sep,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,sep,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.1625
2024,sep,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.8125
2024,sep,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.71
2024,sep,LOS RIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.0
2024,sep,LOS RIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.4437500000000005
2024,sep,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.6
2024,sep,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.0
2024,sep,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.085714285714285
2024,sep,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.0
2024,sep,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.2
2024,sep,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.25
2024,sep,MANABÍ,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.44333333333333
2024,sep,MANABÍ,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.5
2024,sep,MANABÍ,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.15
2024,sep,MANABÍ,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.8
2024,sep,MANABÍ,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,MANABÍ,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.75
2024,sep,MANABÍ,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.333333333333333
2024,sep,MANABÍ,HERBICIDAS,ATRAZINA,90%,900,gramos,8.766666666666667
2024,sep,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.55
2024,sep,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.333333333333333
2024,sep,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,4.5
2024,sep,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,6.540000000000001
2024,sep,MANABÍ,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.6
2024,sep,MANABÍ,HERBICIDAS,PROPANIL,48%,1,Litro,8.5
2024,sep,MANABÍ,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.633333333333333
2024,sep,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,9.5
2024,sep,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,10.0
2024,sep,MORONA SANTIAGO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,52.04666666666666
2024,sep,MORONA SANTIAGO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.93
2024,sep,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,34.333333333333336
2024,sep,MORONA SANTIAGO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.446666666666667
2024,sep,MORONA SANTIAGO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2024,sep,MORONA SANTIAGO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,MORONA SANTIAGO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.625
2024,sep,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,sep,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,8.3
2024,sep,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,90%,900,gramos,8.74
2024,sep,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.1866666666666665
2024,sep,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.833333333333333
2024,sep,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,5.0
2024,sep,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,4.7875
2024,sep,MORONA SANTIAGO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.469999999999999
2024,sep,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.644
2024,sep,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,12.0
2024,sep,MORONA SANTIAGO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.193333333333333
2024,sep,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.1625
2024,sep,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.39
2024,sep,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.875
2024,sep,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.0
2024,sep,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.55
2024,sep,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.5
2024,sep,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.5
2024,sep,NAPO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.92
2024,sep,NAPO,HERBICIDAS,ATRAZINA,90%,900,gramos,10.5
2024,sep,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.5807692307692305
2024,sep,NAPO,HERBICIDAS,PARAQUAT,20%,1,Litro,5.688888888888889
2024,sep,NAPO,HERBICIDAS,PARAQUAT,20%,1,Litro,6.5249999999999995
2024,sep,NAPO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.1
2024,sep,NAPO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.391666666666667
2024,sep,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.333333333333334
2024,sep,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.0
2024,sep,ORELLANA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.325
2024,sep,ORELLANA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.5625
2024,sep,ORELLANA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.1
2024,sep,ORELLANA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.200000000000001
2024,sep,ORELLANA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.5875
2024,sep,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.8
2024,sep,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.535714285714286
2024,sep,ORELLANA,HERBICIDAS,ATRAZINA,80%,1,Kilogramo,9.75
2024,sep,ORELLANA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.8
2024,sep,ORELLANA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.5
2024,sep,ORELLANA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.355882352941176
2024,sep,ORELLANA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.076923076923077
2024,sep,ORELLANA,HERBICIDAS,PARAQUAT,20%,1,Litro,5.066666666666666
2024,sep,ORELLANA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.149999999999999
2024,sep,ORELLANA,HERBICIDAS,PROPANIL,48%,1,Litro,7.366666666666667
2024,sep,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.814285714285715
2024,sep,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.966666666666667
2024,sep,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.85
2024,sep,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.2
2024,sep,PASTAZA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,49.082499999999996
2024,sep,PASTAZA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.443333333333335
2024,sep,PASTAZA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,40.75
2024,sep,PASTAZA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,PASTAZA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.96
2024,sep,PASTAZA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.8
2024,sep,PASTAZA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.3
2024,sep,PASTAZA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.3
2024,sep,PASTAZA,HERBICIDAS,GLIFOSATO,48%,1,Litro,8.0
2024,sep,PASTAZA,HERBICIDAS,PARAQUAT,20%,1,Litro,6.5
2024,sep,PASTAZA,HERBICIDAS,PARAQUAT,20%,1,Litro,6.6
2024,sep,PASTAZA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.5625
2024,sep,PASTAZA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.0
2024,sep,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,46.16384615384615
2024,sep,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.365624999999998
2024,sep,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.727222222222217
2024,sep,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.24
2024,sep,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.25
2024,sep,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.31375
2024,sep,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.580000000000002
2024,sep,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.55333333333333
2024,sep,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.045
2024,sep,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,8.201333333333332
2024,sep,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,4.76
2024,sep,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.555
2024,sep,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.85
2024,sep,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.736
2024,sep,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.5
2024,sep,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.1
2024,sep,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.57
2024,sep,SANTA ELENA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.5
2024,sep,SANTA ELENA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.74
2024,sep,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.79
2024,sep,SANTA ELENA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.74
2024,sep,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.16
2024,sep,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.72
2024,sep,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.493333333333334
2024,sep,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.32
2024,sep,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.58
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,44.666666666666664
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.333333333333336
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.666666666666664
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.95
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.8625
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.1
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.0
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.15
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.841666666666667
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,8.0
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.55
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.9
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PROPANIL,48%,1,Litro,6.1
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.833333333333334
2024,sep,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.958333333333334
2024,sep,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,47.725
2024,sep,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,35.96
2024,sep,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.0
2024,sep,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.966666666666666
2024,sep,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.9
2024,sep,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.6
2024,sep,SUCUMBIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.25
2024,sep,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,7.3
2024,sep,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.29375
2024,sep,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.850000000000001
2024,sep,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,10.0
2024,sep,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.140000000000001
2024,sep,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,7.85
2024,sep,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,5.8
2024,sep,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.2
2024,sep,SUCUMBIOS,HERBICIDAS,PROPANIL,48%,1,Litro,9.775
2024,sep,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,7.9
2024,sep,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.375
2024,sep,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.35
2024,sep,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,42.0
2024,sep,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.5
2024,sep,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.5
2024,sep,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.0
2024,sep,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.95
2024,sep,TUNGURAHUA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.0
2024,sep,TUNGURAHUA,HERBICIDAS,ATRAZINA,90%,900,gramos,10.0
2024,sep,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.0
2024,sep,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.0
2024,sep,ZAMORA CHINCHIPE,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,45.87
2024,sep,ZAMORA CHINCHIPE,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.0
2024,sep,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.333333333333336
2024,sep,ZAMORA CHINCHIPE,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,8.3
2024,sep,ZAMORA CHINCHIPE,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.8
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.5
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.083333333333333
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,8.625
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,7.233333333333333
2024,sep,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,4.7
