año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2014,nov,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.773333333333337
2014,nov,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.6499999999999995
2014,nov,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.416666666666666
2014,nov,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.125
2014,nov,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.248749999999999
2014,nov,GUAYAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.6875
2014,nov,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.0285
2014,nov,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.05625
2014,nov,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.196000000000002
2014,nov,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.575
2014,nov,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.916666666666668
2014,nov,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.209999999999999
2014,nov,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.4
2014,nov,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2014,nov,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.75
2014,nov,IMBABURA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,11.15
2014,nov,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,22.7
2014,nov,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,4.995
2014,nov,IMBABURA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.25
2014,nov,IMBABURA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.7
2014,nov,IMBABURA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.375
2014,nov,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.4
2014,nov,IMBABURA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.675
2014,nov,LOJA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,28.544999999999998
2014,nov,LOJA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.41818181818182
2014,nov,LOJA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.03636363636364
2014,nov,LOJA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.481818181818181
2014,nov,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.684615384615382
2014,nov,LOJA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.0
2014,nov,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.2272727272727275
2014,nov,LOJA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.74
2014,nov,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.066666666666667
2014,nov,LOJA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.866666666666666
2014,nov,LOJA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.5825
2014,nov,LOJA,HERBICIDAS,PROPANIL,48%,1,Litro,6.1
2014,nov,LOJA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.575
2014,nov,LOJA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.0
2014,nov,LOS RIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.56333333333333
2014,nov,LOS RIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,26.65
2014,nov,LOS RIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.364285714285717
2014,nov,LOS RIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.904999999999999
2014,nov,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.579999999999998
2014,nov,LOS RIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.636363636363637
2014,nov,LOS RIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.183333333333334
2014,nov,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.696153846153846
2014,nov,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.635294117647059
2014,nov,LOS RIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.081818181818182
2014,nov,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.220833333333333
2014,nov,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,9.206249999999999
2014,nov,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.642857142857142
2014,nov,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.856250000000003
2014,nov,MANABÍ,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,31.0
2014,nov,MANABÍ,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.666666666666668
2014,nov,MANABÍ,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.5
2014,nov,MANABÍ,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.5
2014,nov,MANABÍ,HERBICIDAS,ATRAZINA,90%,900,gramos,9.5
2014,nov,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.3
2014,nov,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,nov,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.875
2014,nov,MORONA SANTIAGO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.4
2014,nov,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.8
2014,nov,MORONA SANTIAGO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.794
2014,nov,MORONA SANTIAGO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.657499999999999
2014,nov,MORONA SANTIAGO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,nov,MORONA SANTIAGO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2014,nov,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.75
2014,nov,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.044999999999999
2014,nov,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,nov,MORONA SANTIAGO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,nov,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.969999999999999
2014,nov,MORONA SANTIAGO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.35
2014,nov,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.825
2014,nov,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.333333333333336
2014,nov,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,35.875
2014,nov,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.549999999999999
2014,nov,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.094285714285714
2014,nov,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.55
2014,nov,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.902222222222222
2014,nov,NAPO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.053999999999998
2014,nov,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.9
2014,nov,ORELLANA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.668750000000003
2014,nov,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.7
2014,nov,ORELLANA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.323333333333334
2014,nov,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.722222222222221
2014,nov,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.844444444444447
2014,nov,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,38.54333333333333
2014,nov,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.81142857142857
2014,nov,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.330000000000002
2014,nov,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.2775
2014,nov,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.742
2014,nov,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2014,nov,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.06
2014,nov,PICHINCHA,HERBICIDAS,ATRAZINA,90%,900,gramos,10.053333333333333
2014,nov,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.96
2014,nov,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,8.42
2014,nov,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.726666666666667
2014,nov,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.517500000000002
2014,nov,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,39.6125
2014,nov,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.15
2014,nov,SANTA ELENA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.919999999999998
2014,nov,SANTA ELENA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.173333333333333
2014,nov,SANTA ELENA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.3625
2014,nov,SANTA ELENA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2014,nov,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.25
2014,nov,SANTA ELENA,HERBICIDAS,ATRAZINA,90%,900,gramos,10.52
2014,nov,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.422
2014,nov,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,8.003333333333332
2014,nov,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.365
2014,nov,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.243333333333334
2014,nov,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.324000000000002
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.9125
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.8625
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.630000000000003
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.183333333333334
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.314285714285715
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.45
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.26
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.064285714285715
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.36
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.0
2014,nov,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.075
2014,nov,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.19
2014,nov,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.0
2014,nov,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.933333333333334
2014,nov,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2014,nov,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.699999999999998
2014,nov,SUCUMBIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,nov,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.400000000000001
2014,nov,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.75
2014,nov,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.16
2014,nov,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,nov,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.65
2014,nov,SUCUMBIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2014,nov,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2014,nov,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.800000000000002
2014,nov,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.975
2014,nov,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2014,nov,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.225
2014,nov,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.45
2014,nov,TUNGURAHUA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.625
2014,nov,TUNGURAHUA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,26.0
2014,nov,TUNGURAHUA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.0
2014,nov,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.625
2014,nov,TUNGURAHUA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.75
2014,nov,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.5
2014,nov,ZAMORA CHINCHIPE,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.1
2014,nov,ZAMORA CHINCHIPE,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.1
2014,nov,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.25
2014,nov,ZAMORA CHINCHIPE,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.11
2014,nov,ZAMORA CHINCHIPE,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.01
2014,nov,ZAMORA CHINCHIPE,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,30.53
2014,nov,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.56
2014,nov,ZAMORA CHINCHIPE,HERBICIDAS,ATRAZINA,90%,900,gramos,10.26
2014,nov,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.385
2014,nov,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,8.2
2014,nov,ZAMORA CHINCHIPE,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.78
2014,nov,ZAMORA CHINCHIPE,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.47
2014,dic,AZUAY,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,42.75
2014,dic,AZUAY,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.8075
2014,dic,AZUAY,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.166666666666668
2014,dic,AZUAY,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5024999999999995
2014,dic,AZUAY,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.333333333333334
2014,dic,AZUAY,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.68
2014,dic,AZUAY,HERBICIDAS,ATRAZINA,90%,900,gramos,10.0
2014,dic,AZUAY,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.46
2014,dic,AZUAY,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.0
2014,dic,AZUAY,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.0
2014,dic,BOLIVAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.900000000000006
2014,dic,BOLIVAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.225
2014,dic,BOLIVAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.27777777777778
2014,dic,BOLIVAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.75
2014,dic,BOLIVAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.274999999999999
2014,dic,BOLIVAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.45
2014,dic,BOLIVAR,HERBICIDAS,ATRAZINA,90%,900,gramos,9.572727272727272
2014,dic,BOLIVAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.352777777777778
2014,dic,BOLIVAR,HERBICIDAS,PARAQUAT,20%,1,Litro,8.3
2014,dic,BOLIVAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.020000000000001
2014,dic,BOLIVAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.2
2014,dic,CAÑAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.11666666666667
2014,dic,CAÑAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.53333333333333
2014,dic,CAÑAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.099999999999998
2014,dic,CAÑAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.533333333333334
2014,dic,CAÑAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.9
2014,dic,CAÑAR,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,dic,CAÑAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2014,dic,CAÑAR,HERBICIDAS,ATRAZINA,90%,900,gramos,9.375
2014,dic,CAÑAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.016666666666667
2014,dic,CAÑAR,HERBICIDAS,PARAQUAT,20%,1,Litro,8.533333333333333
2014,dic,CAÑAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,CAÑAR,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2014,dic,CAÑAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2014,dic,CAÑAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.8
2014,dic,CARCHI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.333333333333336
2014,dic,CARCHI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.13888888888889
2014,dic,CARCHI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.533333333333335
2014,dic,CARCHI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.309374999999999
2014,dic,CARCHI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.61111111111111
2014,dic,CARCHI,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.622222222222224
2014,dic,CARCHI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.266666666666667
2014,dic,CARCHI,HERBICIDAS,ATRAZINA,90%,900,gramos,8.92222222222222
2014,dic,CARCHI,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.455555555555556
2014,dic,CARCHI,HERBICIDAS,PARAQUAT,20%,1,Litro,6.9111111111111105
2014,dic,CARCHI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.305555555555555
2014,dic,CARCHI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.994444444444445
2014,dic,CHIMBORAZO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.0
2014,dic,CHIMBORAZO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.0
2014,dic,CHIMBORAZO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.0
2014,dic,CHIMBORAZO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.0
2014,dic,CHIMBORAZO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2014,dic,CHIMBORAZO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2014,dic,CHIMBORAZO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.8
2014,dic,CHIMBORAZO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.31
2014,dic,CHIMBORAZO,HERBICIDAS,PARAQUAT,20%,1,Litro,7.88
2014,dic,CHIMBORAZO,HERBICIDAS,PROPANIL,48%,1,Litro,7.2
2014,dic,CHIMBORAZO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.1
2014,dic,CHIMBORAZO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.19
2014,dic,COTOPAXI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,38.4
2014,dic,COTOPAXI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.333333333333332
2014,dic,COTOPAXI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.5
2014,dic,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5
2014,dic,COTOPAXI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.5
2014,dic,COTOPAXI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.5
2014,dic,COTOPAXI,HERBICIDAS,ATRAZINA,90%,900,gramos,10.26
2014,dic,COTOPAXI,HERBICIDAS,GLIFOSATO,48%,1,Litro,7.0
2014,dic,COTOPAXI,HERBICIDAS,PARAQUAT,20%,1,Litro,8.5
2014,dic,COTOPAXI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.21
2014,dic,COTOPAXI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.0
2014,dic,EL ORO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.035000000000004
2014,dic,EL ORO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.27875
2014,dic,EL ORO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.474
2014,dic,EL ORO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2014,dic,EL ORO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.285714285714286
2014,dic,EL ORO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.88888888888889
2014,dic,EL ORO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.545
2014,dic,EL ORO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.544166666666667
2014,dic,EL ORO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.758
2014,dic,EL ORO,HERBICIDAS,PARAQUAT,20%,1,Litro,8.05
2014,dic,EL ORO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.9
2014,dic,EL ORO,HERBICIDAS,PROPANIL,48%,1,Litro,8.183333333333334
2014,dic,EL ORO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.100000000000001
2014,dic,EL ORO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.85
2014,dic,ESMERALDAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.73333333333333
2014,dic,ESMERALDAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.266666666666666
2014,dic,ESMERALDAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.200000000000003
2014,dic,ESMERALDAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.666666666666667
2014,dic,ESMERALDAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.416666666666666
2014,dic,ESMERALDAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.083333333333332
2014,dic,ESMERALDAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.333333333333333
2014,dic,ESMERALDAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.541666666666666
2014,dic,ESMERALDAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.866666666666667
2014,dic,ESMERALDAS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,dic,ESMERALDAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.86
2014,dic,ESMERALDAS,HERBICIDAS,PROPANIL,48%,1,Litro,7.883333333333334
2014,dic,ESMERALDAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.75
2014,dic,ESMERALDAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.333333333333334
2014,dic,GUAYAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.91764705882353
2014,dic,GUAYAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.560000000000002
2014,dic,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.002999999999997
2014,dic,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2014,dic,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.192857142857145
2014,dic,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.3125
2014,dic,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.260000000000001
2014,dic,GUAYAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.428571428571429
2014,dic,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.6594444444444445
2014,dic,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,7.97
2014,dic,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.205000000000002
2014,dic,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.705555555555556
2014,dic,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.658333333333333
2014,dic,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.450000000000001
